,NOMBRE,NOMBRE-VIA,DISTRITO,LATITUD,LONGITUD,DISTANCIA_SEDES
49,Centro Deportivo Municipal Los Prunos,PETUNIAS,HORTALEZA,40.453257453448046,-3.6186956428199855,POINT (4503236.020647035 -403099.4361925109)
50,Centro Deportivo Municipal Luis Aragonés,EL PROVENCIO,HORTALEZA,40.464650948053816,-3.6275877145025817,POINT (4504504.338664905 -404091.2794963862)
51,Centro Deportivo Municipal Margot Moles (Vicálvaro),POLIDEPORTIVO,VICALVARO,40.40914061858403,-3.603264732850392,POINT (4498324.957054562 -401378.258052264)
52,Centro Deportivo Municipal Marqués de Samaranch,IMPERIAL,ARGANZUELA,40.40761501410649,-3.7173807221939192,POINT (4498155.12754097 -414107.5609121636)
53,Centro Deportivo Municipal Miguel Guillén Prim,FUENTIDUEÑA,VILLA DE VALLECAS,40.37381855452167,-3.623151468598157,POINT (4494392.922869373 -403596.4486194642)
54,Centro Deportivo Municipal Moratalaz,VALDEBERNARDO,MORATALAZ,40.39885854572339,-3.632432290214539,POINT (4497180.361939417 -404631.6593601257)
55,Centro Deportivo Municipal Moscardó,ANDRES ARTEAGA,USERA,40.38850290426967,-3.706303079808029,POINT (4496027.57720595 -412871.811118137)
56,Centro Deportivo Municipal Orcasitas,RAFAELA YBARRA,USERA,40.37558213858424,-3.71245854352948,POINT (4494589.244149189 -413558.472734655)
57,Centro Deportivo Municipal Orcasur,MOREJA,USERA,40.37021993373859,-3.699468900607744,POINT (4493992.326236241 -412109.4422222805)
58,Centro Deportivo Municipal Pabellón Villa de Madrid,BREZOS,BARAJAS,40.46145708324958,-3.5891069291726105,POINT (4504148.799261235 -399799.109059522)
59,Centro Deportivo Municipal Palomeras,TRANVIA DE ARGANDA,PUENTE DE VALLECAS,40.38260362230282,-3.6337151808372496,POINT (4495370.872141355 -404774.7576732981)
60,Centro Deportivo Municipal Peñagrande,MONFORTE DE LEMOS,FUENCARRAL-EL PARDO,40.476792184653526,-3.717566523014736,POINT (4505855.894940786 -414128.2877765034)
61,Centro Deportivo Municipal Peñuelas,ARGANDA,ARGANZUELA,40.39865532340664,-3.704959759845779,POINT (4497157.739334598 -412721.9601261157)
62,Centro Deportivo Municipal Pepu Hernández,NIZA,SAN BLAS-CANILLEJAS,40.42763842661562,-3.606311072744069,POINT (4500384.123625431 -401718.0473386722)
63,Centro Deportivo Municipal Plata y Castañar,PLATA Y CASTAÑAR,VILLAVERDE,40.34998997348078,-3.7178413073202856,POINT (4491740.337361575 -414158.9411314538)
64,Centro Deportivo Municipal Playa Victoria,HIERBABUENA,TETUAN,40.4592763472204,-3.7021136988422567,POINT (4503906.040836914 -412404.4750390101)
65,Centro Deportivo Municipal Pradillo,PRADILLO,CHAMARTIN,40.44910622626739,-3.671618277009419,POINT (4502773.908151117 -409002.6998032791)
66,Centro Deportivo Municipal Pueblo Nuevo,FRANCISCO RIOJA,CIUDAD LINEAL,40.43003240158625,-3.638536354805483,POINT (4500650.619700133 -405312.5308744693)
67,Centro Deportivo Municipal Raúl González,BENIMAMET,VILLAVERDE,40.34622002606704,-3.684337728806363,POINT (4491320.66873516 -410421.5450308805)
68,Centro Deportivo Municipal San Blas,ARCOS DE JALON,SAN BLAS-CANILLEJAS,40.42881010701655,-3.611327358976234,POINT (4500514.554491035 -402277.5672670311)
69,Centro Deportivo Municipal San Cristóbal,PINAZO,VILLAVERDE,40.34267317099495,-3.691448738050884,POINT (4490925.834634617 -411214.7815684675)
70,Centro Deportivo Municipal San Fermín,SAN MARIO,USERA,40.37530577421291,-3.692701024144295,POINT (4494558.479408099 -411354.4753482949)
71,Centro Deportivo Municipal San Juan Bautista,TREVIANA,CIUDAD LINEAL,40.44864976316054,-3.658571179746684,POINT (4502723.094910497 -407547.3269707558)
72,Centro Deportivo Municipal Santa Ana,ALAMEDILLAS,FUENCARRAL-EL PARDO,40.49809469315447,-3.696358010199944,POINT (4508227.279339731 -411762.4169683363)
73,Centro Deportivo Municipal Tenis Casa de Campo,PRINCIPE,MONCLOA-ARAVACA,40.421436625700565,-3.735739625664774,POINT (4499693.742305565 -416155.5950779075)
74,Centro Deportivo Municipal Triángulo de Oro,BRAVO MURILLO,TETUAN,40.46512519238624,-3.6928208378255807,POINT (4504557.131302502 -411367.840695907)
75,Centro Deportivo Municipal Vallecas,ARROYO DEL OLIVAR,PUENTE DE VALLECAS,40.390368919782446,-3.657213682860775,POINT (4496235.301102645 -407395.9026231312)
76,Centro Deportivo Municipal Vallehermoso,FILIPINAS,CHAMBERI,40.44064843863945,-3.709053489027435,POINT (4501832.391539138 -413178.6274504195)
77,Centro Deportivo Municipal Vicente del Bosque,MONFORTE DE LEMOS,FUENCARRAL-EL PARDO,40.4789135943213,-3.693540659747283,POINT (4506092.049184767 -411448.1376590587)
78,Centro Deportivo Municipal Wilfred Agbonavbare (antiguo Alberto García),"REGUERA DE TOMATEROS, 39B",PUENTE DE VALLECAS,40.37242141806343,-3.657451562175517,POINT (4494237.394350273 -407422.4372678318)
79,Ciudad de la Raqueta,MONASTERIO DE EL PAULAR,FUENCARRAL-EL PARDO,40.50000993529701,-3.713206779100881,POINT (4508440.483119784 -413641.9411259415)
80,Club de Campo Villa de Madrid,CASTILLA,MONCLOA-ARAVACA,40.438905,-3.741471,POINT (4501638.312837564 -416794.9693964674)
81,Club Deportivo Somontes,EL PARDO,FUENCARRAL-EL PARDO,40.488405034811485,-3.754570856790117,POINT (4507148.631507029 -418256.3644454084)
82,Complejo Deportivo Hockey Somontes de la Comunidad de Madrid,EL PARDO,FUENCARRAL-EL PARDO,40.486044789841394,-3.7531757327548982,POINT (4506885.89023881 -418100.7260259165)
83,Espacio Polivalente Embajadores,EMBAJADORES,CENTRO,40.40974351501623,-3.706200285363927,POINT (4498392.071178396 -412860.3441105326)
84,Estadio de Vallecas,ALBUFERA,PUENTE DE VALLECAS,40.39234504772624,-3.658246208051559,POINT (4496455.28265909 -407511.0774177826)
85,Estadio Santiago Bernabéu,CONCHA ESPINA,CHAMARTIN,40.45214189379938,-3.68852449488213,POINT (4503111.837114995 -410888.5800534114)
86,Estadio Wanda Metropolitano,LUIS ARAGONES,SAN BLAS-CANILLEJAS,40.4370025624028,-3.603855616996533,POINT (4501426.534452979 -401444.1652846692)
87,Fitness Place Piscina Marbella,VIA LUSITANA,CARABANCHEL,40.38331526797612,-3.720645423270278,POINT (4495450.092175332 -414471.7527073264)
88,Hipódromo de la Zarzuela,PADRE HUIDOBRO,MONCLOA-ARAVACA,40.45332579273131,-3.744602120014955,POINT (4503243.62814125 -417144.2691859218)
89,Instalación Deportiva  Básica Embalse de San Juan,EMBALSE DE SAN JUAN,VILLA DE VALLECAS,40.36264285659688,-3.5981484314802064,POINT (4493148.849867125 -400807.5874588021)
90,Instalación Deportiva Básica Alto del Retiro,ALTO DEL RETIRO,VILLA DE VALLECAS,40.36751469466709,-3.588264644913803,POINT (4493691.180400329 -399705.162185076)
91,Instalación Deportiva Básica Avenida de Cerro Milano,CERRO MILANO,VILLA DE VALLECAS,40.36861899124304,-3.618356801446381,POINT (4493814.110132848 -403061.6411942258)
92,Instalación Deportiva Básica Avenida de las Suertes,avenida de las Suertes,VILLA DE VALLECAS,40.37029726652408,-3.6120673755658,POINT (4494000.934882544 -402360.1094749886)
93,Instalación Deportiva Básica Avenida del Ensanche de Vallecas,ENSANCHE DE VALLECAS,VILLA DE VALLECAS,40.37029726652408,-3.6120673755658,POINT (4494000.934882544 -402360.1094749886)
94,Instalación Deportiva Básica Avenida del Mediterráneo,LUIS MITJANS,DISTRITO,40.40126476374574,-3.670479840720475,POINT (4497448.220904402 -408875.7090828238)
95,Instalación Deportiva Básica Camino de la Suerte,SUERTE,VILLA DE VALLECAS,40.37581378381724,-3.617327043456161,POINT (4494615.030778571 -402946.780155657)
96,Instalación Deportiva Básica Circuito de Automodelismo,NAVAMURES,VILLA DE VALLECAS,40.3728517892704,-3.626705109538528,POINT (4494285.303053884 -403992.8311560594)
97,Instalación Deportiva Básica Colonia Vilda,PUENTELARRA,VILLA DE VALLECAS,40.38154336396018,-3.610581791001682,POINT (4495252.844722543 -402194.4059199485)
98,Instalación Deportiva Básica Eduardo Chillida,EDUARDO CHILLIDA,VILLA DE VALLECAS,40.36302244550467,-3.585074019427532,POINT (4493191.105511052 -399349.2863302894)
99,Instalación Deportiva Básica La Unión,ENRIQUE GARCIA ALVAREZ,VILLA DE VALLECAS,40.383448627578446,-3.6148637823176353,POINT (4495464.937698355 -402672.0241545608)
100,Instalación Deportiva Básica Nuestra Señora de la Torre,PUERTO DE REINOSA,VILLA DE VALLECAS,40.37850528372228,-3.6160557738839376,POINT (4494914.647177471 -402804.9806654895)
101,Instalación Deportiva Básica Pabellón del Cementerio,MONTES DE BARBANZA,VILLA DE VALLECAS,40.37710310380217,-3.618506339132532,POINT (4494758.557222763 -403078.3209046794)
102,Instalación Deportiva Básica Parkour,LA GAVIA,VILLA DE VALLECAS,40.37009915307182,-3.6134620847270176,POINT (4493978.880993919 -402515.67694556)
103,Instalación Deportiva Básica Parque del Cementerio,MONTES DE BARBANZA,VILLA DE VALLECAS,40.37710310380217,-3.618506339132532,POINT (4494758.557222763 -403078.3209046794)
104,Instalación Deportiva Básica Parque Real de Arganda,REAL DE ARGANDA,VILLA DE VALLECAS,40.37949103344629,-3.615099935376509,POINT (4495024.380334797 -402698.3650038533)
105,Instalación Deportiva Básica Parque Santa Eugenia,ZAZUAR,VILLA DE VALLECAS,40.38131130575197,-3.608459149580722,POINT (4495227.012120971 -401957.6448904999)
106,Instalación Deportiva Básica Parque Villa de Vallecas,PUERTO DE PORZUNA,VILLA DE VALLECAS,40.37277996162931,-3.6253783281885656,POINT (4494277.307237454 -403844.8382627664)
107,Instalación Deportiva Básica Parroquia Santa Eugenia,VIRGEN DE LAS VI&amp;Ntilde;AS,VILLA DE VALLECAS,40.38008195615357,-3.608267379645755,POINT (4495090.161549669 -401936.2547541678)
108,Instalación Deportiva Básica Peñaranda de Bracamonte,PEÑARANDA DE BRACAMONTE,VILLA DE VALLECAS,40.37533906377627,-3.604183911642277,POINT (4494562.185185341 -401480.7832961463)
109,Instalación Deportiva Básica Pista de Patinaje,PUERTO DE PORZUNA,VILLA DE VALLECAS,40.37277996162931,-3.6253783281885656,POINT (4494277.307237454 -403844.8382627664)
110,Instalación Deportiva Básica Poza de la Sal,POZA DE LA SAL,VILLA DE VALLECAS,40.37912373319082,-3.602985128269273,POINT (4494983.49265739 -401347.0709652301)
111,Instalación Deportiva Básica Puentelarra,PUENTELARRA,VILLA DE VALLECAS,40.38324470241852,-3.6091362899378696,POINT (4495442.236853392 -402033.1735779592)
112,Instalación Deportiva Básica Puerto Lumbreras,POZA DE LA SAL,DISTRITO,40.37930773206432,-3.603034130954479,POINT (4495003.975318294 -401352.5367226524)
113,Instalación Deportiva Básica P.A.R. Castrillo de Aza,SANTA EUGENIA,VILLA DE VALLECAS,40.38626820789469,-3.608600721310189,POINT (4495778.81194341 -401973.4358910552)
114,Instalación Deportiva Básica Rocódromo,LA GAVIA,VILLA DE VALLECAS,40.37678620920142,-3.608936762154641,POINT (4494723.280677172 -402010.9181099727)
115,Instalación Deportiva Básica Santa Eugenia,CERRO DE ALMODOVAR,VILLA DE VALLECAS,40.38004993117393,-3.6015066796262865,POINT (4495086.596545244 -401182.1650048706)
116,Instalación Deportiva Básica Skate Real de Arganda,REAL DE ARGANDA,VILLA DE VALLECAS,40.37949103344629,-3.615099935376509,POINT (4495024.380334797 -402698.3650038533)
117,Instalación Deportiva Básica Stela Maris,PEÑARANDA DE BRACAMONTE,VILLA DE VALLECAS,40.37533906377627,-3.604183911642277,POINT (4494562.185185341 -401480.7832961463)
118,Instalación Deportiva Canal de Isabel II,FILIPINAS,CHAMBERI,40.4416360683246,-3.7051845281578406,POINT (4501942.33397278 -412747.0336262433)
119,Instalación Deportiva Municipal Básica Abrantes - Colonia Velázquez,ABRANTES,CARABANCHEL,40.37480368698169,-3.734643175737238,POINT (4494502.587313186 -416033.2790057473)
120,Instalación Deportiva Municipal Básica Alameda de Osuna I,BALANDRO,BARAJAS,40.451251451000815,-3.590562683954837,POINT (4503012.71347608 -399961.4815393155)
121,Instalación Deportiva Municipal Básica Alas,ALAS,BARAJAS,40.472046513237736,-3.5847993053542355,POINT (4505327.609215308 -399318.6453413065)
122,Instalación Deportiva Municipal Básica Albaicín,ALBAICIN,USERA,40.36818417178253,-3.702392476781408,POINT (4493765.706251917 -412435.5733569479)
123,Instalación Deportiva Municipal Básica Albaida,ALBAIDA,SAN BLAS-CANILLEJAS,40.430241502639134,-3.619981910665231,POINT (4500673.896722864 -403242.9090337824)
124,Instalación Deportiva Municipal Básica Alcalde Martín de Alzaga,ALCALDE MARTIN DE ALZAGA,MONCLOA-ARAVACA,40.46295611393323,-3.716129120337457,POINT (4504315.670593623 -413967.9395658759)
125,Instalación Deportiva Municipal Básica Alerce,ALERCE,USERA,40.365063948772985,-3.695446430865286,POINT (4493418.364615333 -411660.7289333662)
126,Instalación Deportiva Municipal Básica Alfonso XIII,ALFONSO XIII,CHAMARTIN,40.45990434942118,-3.669142805075655,POINT (4503975.949722121 -408726.5651332098)
127,Instalación Deportiva Municipal Básica Alhaurín,ALHAURIN,BARAJAS,40.47351067334567,-3.585649589064375,POINT (4505490.598772963 -399413.4841010442)
128,Instalación Deportiva Municipal Básica Alicún,ALICUN,HORTALEZA,40.47947157886463,-3.661361646257895,POINT (4506154.163740001 -407858.595124325)
129,Instalación Deportiva Municipal Básica Aliseda,ALISEDA,CARABANCHEL,40.3761084833036,-3.74193729795335,POINT (4494647.836575329 -416846.9883316653)
130,Instalación Deportiva Municipal Básica Almudena,NICOLAS SALMERON,CIUDAD LINEAL,40.41909002674735,-3.62966306755892,POINT (4499432.520104997 -404322.7708279668)
131,Instalación Deportiva Municipal Básica Ambulatorio (El Paraiso),AJOFRIN,SAN BLAS-CANILLEJAS,40.425607242600144,-3.6256685841403034,POINT (4500158.013255119 -403877.2142028352)
132,Instalación Deportiva Municipal Básica Americio,AMERICIO,VILLAVERDE,40.356238545684384,-3.6827549805431934,POINT (4492435.925237465 -410244.9895557757)
133,Instalación Deportiva Municipal Básica Ana Tutor,CARDENAL HERRERA ORIA,FUENCARRAL-EL PARDO,40.49087287315406,-3.6865580970863943,POINT (4507423.350014685 -410669.2275104846)
134,Instalación Deportiva Municipal Básica Andévalo,ANDEVALO,PUENTE DE VALLECAS,40.374404666864585,-3.668237382541929,POINT (4494458.168596934 -408625.566985697)
135,Instalación Deportiva Municipal Básica Anfevi,HACIENDA DE PAVONES,MORATALAZ,40.403438145048085,-3.640076254498283,POINT (4497690.160604279 -405484.2981069009)
136,Instalación Deportiva Municipal Básica Aniceto Marinas,ANICETO MARINAS,MONCLOA-ARAVACA,40.43121588404326,-3.7336179867525616,POINT (4500782.36436461 -415918.9126903068)
137,Instalación Deportiva Municipal Básica Antonio Machado,ANTONIO MACHADO,MONCLOA-ARAVACA,40.46606393146319,-3.71907563377333,POINT (4504661.631258536 -414296.6356012892)
138,Instalación Deportiva Municipal Básica Antonio Pirala,ANTONIO PIRALA,CIUDAD LINEAL,40.43075144945157,-3.6596933792999033,POINT (4500730.663742356 -407672.5048419787)
139,Instalación Deportiva Municipal Básica Arcaute,INVIERNO,SAN BLAS-CANILLEJAS,40.443627672731296,-3.576711464888384,POINT (4502164.038361195 -398416.5499536781)
140,Instalación Deportiva Municipal Básica Arcos de Jalón,ARCOS DE JALON,SAN BLAS-CANILLEJAS,40.42425405686439,-3.615942488088141,POINT (4500007.377308068 -402792.3445919357)
141,Instalación Deportiva Municipal Básica Arequipa,AREQUIPA,HORTALEZA,40.46888551843247,-3.6390339556431934,POINT (4504975.728883186 -405368.0354438264)
142,Instalación Deportiva Municipal Básica Arganda,ARGANDA,ARGANZUELA,40.40011363617556,-3.708097745547213,POINT (4497320.077969451 -413072.0113131719)
143,Instalación Deportiva Municipal Básica Arjona,CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN,LATINA,40.39998426244181,-3.7486569900905633,POINT (4497305.676151289 -417596.6220406673)
144,Instalación Deportiva Municipal Básica Arriaga,DAROCA,CIUDAD LINEAL,40.425090271008656,-3.642721665241288,POINT (4500100.464240802 -405779.3796242265)
145,Instalación Deportiva Municipal Básica Arroyo Belincoso,DOCTOR GARCIA TAPIA,MORATALAZ,40.41206030334087,-3.651284078326445,POINT (4498649.974874971 -406734.4772750713)
146,Instalación Deportiva Municipal Básica Arroyo de Opañel,ARROYO OPAÑEL,CARABANCHEL,40.38849471888208,-3.717872942583152,POINT (4496026.666012771 -414162.4701798387)
147,Instalación Deportiva Municipal Básica Arroyo Fontarrón,ARROYO FONTARRON,MORATALAZ,40.39571737351038,-3.636809858433754,POINT (4496830.68824817 -405119.9501710413)
148,Instalación Deportiva Municipal Básica Arroyo Media Legua,ARROYO DE LA MEDIA LEGUA,DISTRITO,40.42248384692211,-3.64868008730734,POINT (4499810.318438696 -406444.0131355418)
149,Instalación Deportiva Municipal Básica Aster,ASTER,CHAMARTIN,40.45643308528734,-3.664945117466593,POINT (4503589.530366332 -408258.3219916586)
150,Instalación Deportiva Municipal Básica Auditorio de Chamartín,JOAQUIN RODRIGO,CHAMARTIN,40.44549718316204,-3.677183546596661,POINT (4502372.151310379 -409623.4989252276)
151,Instalación Deportiva Municipal Básica Auditorio de Moratalaz,HACIENDA DE PAVONES,MORATALAZ,40.40142760716397,-3.6370875655785446,POINT (4497466.348550798 -405150.9267749795)
152,Instalación Deportiva Municipal Básica Avenida de Burgos,BURGOS,CHAMARTIN,40.47596608610469,-3.6755548165742606,POINT (4505763.934070985 -409441.8156513479)
153,Instalación Deportiva Municipal Básica Avenida Moratalaz M-30,RAMON ARECES,MORATALAZ,40.40799695992161,-3.6624292972075247,POINT (4498197.645554621 -407977.6886358473)
154,Instalación Deportiva Municipal Básica Avenida San Luis I,SAN LUIS,HORTALEZA,40.47176777610935,-3.655234408097839,POINT (4505296.580340111 -407175.121393301)
155,Instalación Deportiva Municipal Básica Ayacucho,NEVADO DEL RUIZ,HORTALEZA,40.46980031598844,-3.6352736110765855,POINT (4505077.563681295 -404948.5909570249)
156,Instalación Deportiva Municipal Básica Bacares,BACARES,HORTALEZA,40.476321176468005,-3.6624133831469945,POINT (4505803.462549414 -407975.9134653531)
157,Instalación Deportiva Municipal Básica Bacares (fútbol),BACARES,HORTALEZA,40.47743047451657,-3.663819108324953,POINT (4505926.949043319 -408132.7184361742)
158,Instalación Deportiva Municipal Básica Bahía de Santander II,BAHIA DE SANTANDER,BARAJAS,40.46527791543298,-3.594188775058509,POINT (4504574.132354298 -400365.9308671944)
159,Instalación Deportiva Municipal Básica Barceló,BARCELO,CENTRO,40.42677040240585,-3.699382450864087,POINT (4500287.495612402 -412099.7985860557)
160,Instalación Deportiva Municipal Básica Barrio de Las Cárcavas,MONTORO,HORTALEZA,40.48002694808795,-3.6322988549742967,POINT (4506215.987159143 -404616.7755169724)
161,Instalación Deportiva Municipal Básica Barrio de Santa Ana - Andrés Navarrete,HOSPITALET DE LLOBREGAT,FUENCARRAL-EL PARDO,40.49452475361937,-3.694665369930073,POINT (4507829.875488521 -411573.6005037275)
162,Instalación Deportiva Municipal Básica Barrio del Aeropuerto,MEDINA DE POMAR,BARAJAS,40.45120159850761,-3.5844180853262886,POINT (4503007.163921921 -399276.1249332774)
163,Instalación Deportiva Municipal Básica Barrio El Querol - Spartak de Manoteras,TIJOLA,HORTALEZA,40.480800850285206,-3.659267661643925,POINT (4506302.137557665 -407625.017342561)
164,Instalación Deportiva Municipal Básica Barrio Goya,SEPULVEDA,LATINA,40.40397057983696,-3.738177408397536,POINT (4497749.430973857 -416427.5460368175)
165,Instalación Deportiva Municipal Básica Barrio IV,LUIS DE HOYOS SAINZ,MORATALAZ,40.40272360732888,-3.634047589018456,POINT (4497610.618629224 -404811.8357310439)
166,Instalación Deportiva Municipal Básica Baterías - Barrio Alegría,JUAN PÉREZ ZÚÑIGA,CIUDAD LINEAL,40.44135712495445,-3.6481826411853,POINT (4501911.282138855 -406388.5252289699)
167,Instalación Deportiva Municipal Básica Belzunegui,BELZUNEGUI,CARABANCHEL,40.37487463533173,-3.739061311753124,POINT (4494510.485247385 -416526.151551206)
168,Instalación Deportiva Municipal Básica Bolera de la Mancha,TOMELLOSO,USERA,40.3806576674271,-3.698610830055276,POINT (4495154.249435483 -412013.722833067)
169,Instalación Deportiva Municipal Básica Boston,BOSTON,SALAMANCA,40.43729691048299,-3.666690201277176,POINT (4501459.301131381 -408452.9821190923)
170,Instalación Deportiva Municipal Básica Brasil - General Yagüe,BRASIL,TETUAN,40.45732746079714,-3.693648871749584,POINT (4503689.091792661 -411460.2088379888)
171,Instalación Deportiva Municipal Básica Briviesca,BRIVIESCA,CIUDAD LINEAL,40.48183793645468,-3.666587942769085,POINT (4506417.58546196 -408441.575404768)
172,Instalación Deportiva Municipal Básica Brujas,BRUJAS,MORATALAZ,40.39944882958802,-3.6282662898026574,POINT (4497246.072038651 -404166.9698363473)
173,Instalación Deportiva Municipal Básica Brunete,BRUNETE,FUENCARRAL-EL PARDO,40.51667296021272,-3.773795776219611,POINT (4510295.402568476 -420401.0995287931)
174,Instalación Deportiva Municipal Básica Bucaramanga,BUCARAMANGA,HORTALEZA,40.47211630976979,-3.639654414815554,POINT (4505335.378929715 -405437.2442110285)
175,Instalación Deportiva Municipal Básica Burgo de Osma,BURGO DE OSMA,HORTALEZA,40.46902347728972,-3.662533119132141,POINT (4504991.086392924 -407989.2696920639)
176,Instalación Deportiva Municipal Básica Calanda,CALANDA,HORTALEZA,40.46246051111333,-3.641472895181452,POINT (4504260.500340075 -405640.0858488304)
177,Instalación Deportiva Municipal Básica Caleruega,CALERUEGA,CIUDAD LINEAL,40.48107021761235,-3.671594589647619,POINT (4506332.123391359 -409000.057514864)
178,Instalación Deportiva Municipal Básica Camino Viejo de Leganés,CAMINO VIEJO DE LEGANES,CARABANCHEL,40.38117601531834,-3.731343103155248,POINT (4495211.951658789 -415665.1355135218)
179,Instalación Deportiva Municipal Básica Campo Aragón,RAFAEL ALBERTI,PUENTE DE VALLECAS,40.39244393012934,-3.63737994090768,POINT (4496466.290197852 -405183.5395392006)
180,Instalación deportiva municipal básica Campo de Fútbol Gabriel Fernández,CUART DE POBLET,DISTRITO,,,POINT (nan nan)
181,Instalación Deportiva Municipal Básica Campo de fútbol Orcasitas,RAFAELA YBARRA,USERA,40.36720552010195,-3.71208812822708,POINT (4493656.763245171 -413517.1515906234)
182,Instalación Deportiva Municipal Básica Campo de Fútbol Rodríguez Sahagún,CAPITAN BLANCO ARGIBAY,TETUAN,40.46913760683904,-3.7115353164247873,POINT (4505003.79123624 -413455.4835007364)
183,Instalación Deportiva Municipal Básica Campo de Fútbol San Martín de Porres,ERMITA DEL SANTO,CARABANCHEL,40.39949108577098,-3.732825709268183,POINT (4497250.77597542 -415830.5292173398)
184,Instalación Deportiva Municipal Básica Campo de Fútbol Tierra,DOCTOR GARCIA TAPIA,MORATALAZ,40.41154005341027,-3.642828451015245,POINT (4498592.060917611 -405791.2910283284)
185,Instalación Deportiva Municipal Básica Campo Fútbol Puerta Bonita,GENERAL RICARDOS,CARABANCHEL,40.3879590752267,-3.732889210629677,POINT (4495967.038433809 -415837.6131855811)
186,Instalación Deportiva Municipal Básica Canal de Panamá,CANAL DE PANAMA,CIUDAD LINEAL,40.44098424268766,-3.6520112027455554,POINT (4501869.773074791 -406815.5850664963)
187,Instalación Deportiva Municipal Básica Canillas - Club Deportivo Canillas,AGUSTIN DE ITURBIDE,HORTALEZA,40.46854356477104,-3.6486680716819206,POINT (4504937.66277572 -406442.6728455058)
188,Instalación Deportiva Municipal Básica Cárcavas,Camino de Valdehigueras,HORTALEZA,40.47940706872684,-3.6342965595743992,POINT (4506146.982504311 -404839.6068514535)
189,Instalación Deportiva Municipal Básica Cárcavas Oeste I,CARMEN RICO GODOY,HORTALEZA,40.48013725057699,-3.635430388203537,POINT (4506228.265976056 -404966.0784954572)
190,Instalación Deportiva Municipal Básica Cárcavas Oeste II,SAN ANDRES DE RABANEDO,HORTALEZA,40.48087402947953,-3.634569927305306,POINT (4506310.283828314 -404870.0993341484)
191,Instalación Deportiva Municipal Básica Carlos II,CARLOS II,SAN BLAS-CANILLEJAS,40.42766744656451,-3.6076270875712217,POINT (4500387.354111363 -401864.8362156032)
192,Instalación Deportiva Municipal Básica Carlos Solé,CARLOS SOLE,PUENTE DE VALLECAS,40.39214336748665,-3.649301187158133,POINT (4496432.831717516 -406513.2941097352)
193,Instalación Deportiva Municipal Básica Carmen Amaya,DOCTOR GARCIA TAPIA,MORATALAZ,40.41206030334087,-3.651284078326445,POINT (4498649.974874971 -406734.4772750713)
194,Instalación Deportiva Municipal Básica Caronte,CARONTE,CARABANCHEL,40.396642453268775,-3.721647689712961,POINT (4496933.667655818 -414583.560217459)
195,Instalación Deportiva Municipal Básica Carril del Conde,CARRIL DEL CONDE,HORTALEZA,40.46088946853693,-3.654432812836867,POINT (4504085.612680456 -407085.7063628748)
196,Instalación Deportiva Municipal Básica Carrión de los Condes,TEMPLARIOS,HORTALEZA,40.47430169221348,-3.6595649567170168,POINT (4505578.654590536 -407658.1796941794)
197,Instalación Deportiva Municipal Básica Casa Campo,CASA DE CAMPO,MONCLOA-ARAVACA,40.4184340515621,-3.736143042995308,POINT (4499359.497281402 -416200.5989255435)
198,Instalación Deportiva Municipal Básica Casa Campo I Lago,CASA DE CAMPO,MONCLOA-ARAVACA,40.41867020566187,-3.730157679235435,POINT (4499385.785835537 -415532.8944865428)
199,Instalación Deportiva Municipal Básica Casa Campo II Teleférico,CASA DE CAMPO,MONCLOA-ARAVACA,40.42111772146607,-3.737716485663515,POINT (4499658.242048569 -416376.1269669133)
200,Instalación Deportiva Municipal Básica Casa Campo III,CASA CAMPO,MONCLOA-ARAVACA,40.42663911970955,-3.735065416489925,POINT (4500272.8812895 -416080.3826711673)
201,Instalación Deportiva Municipal Básica Casa Campo IV,CASA CAMPO,MONCLOA-ARAVACA,40.43184675866799,-3.739236682144013,POINT (4500852.593006589 -416545.715339417)
202,Instalación Deportiva Municipal Básica Casalarreina,CASALARREINA,VICALVARO,40.40897549865364,-3.6140942577626016,POINT (4498306.575987991 -402586.190334795)
203,Instalación Deportiva Municipal Básica Casino de la Reina,CASINO,CENTRO,40.40695673994099,-3.704292111506432,POINT (4498081.848796064 -412647.4822242851)
204,Instalación Deportiva Municipal Básica Castroserna,CASTROSERNA,LATINA,40.40251081513204,-3.749427401089634,POINT (4497586.930710227 -417682.567723135)
205,Instalación Deportiva Municipal Básica Cazorla,CAMPILLO DE ARENAS,PUENTE DE VALLECAS,40.375847231386665,-3.66648465795306,POINT (4494618.754144968 -408430.0542093471)
206,Instalación Deportiva Municipal Básica Cementerio Civil,DAROCA,CIUDAD LINEAL,40.42041280188907,-3.6332470504462986,POINT (4499579.770760207 -404722.5406733864)
207,Instalación Deportiva Municipal Básica Cerro Blanco,ALBARDIN,USERA,40.37975674670092,-3.716284060235098,POINT (4495053.959398999 -413985.2237393878)
208,Instalación Deportiva Municipal Básica Cerro Cabezuelos,VILLALOBOS,PUENTE DE VALLECAS,40.379694900594856,-3.6521267878318,POINT (4495047.074721965 -406828.4781219644)
209,Instalación Deportiva Municipal Básica Cerro Negro,CERRO NEGRO,RETIRO,40.396646655094365,-3.671603413540554,POINT (4496934.135400902 -409001.0418064074)
210,Instalación Deportiva Municipal Básica Circuito de Bicicletas Enrique Otero,CASA DE CAMPO,MONCLOA-ARAVACA,40.40903648285251,-3.744761976078168,POINT (4498313.364717956 -417162.102355485)
