,NOMBRE,NOMBRE-VIA,DISTRITO,LATITUD,LONGITUD,DISTANCIA_SEDES
211,Instalación Deportiva Municipal Básica Circuito de Footing Casa de Campo,CASA DE CAMPO,MONCLOA-ARAVACA,40.42045376372811,-3.733041347187696,POINT (4499584.330611272 -415854.5849583498)
212,Instalación Deportiva Municipal Básica Circuito Natural Footing Retiro,EL RETIRO,RETIRO,40.4152672609971,-3.688643512378128,POINT (4499006.971768257 -410901.8565232469)
213,Instalación Deportiva Municipal Básica Ciudad de Los Ángeles,ANOETA,VILLAVERDE,40.35283994612291,-3.698205911976654,POINT (4492057.594864872 -411968.5534895416)
214,Instalación Deportiva Municipal Básica Ciudad Pegaso I,UNO,SAN BLAS-CANILLEJAS,40.44951110145051,-3.594391876070514,POINT (4502818.978650337 -400388.5845286197)
215,Instalación Deportiva Municipal Básica Ciudad Pegaso II,SEIS,SAN BLAS-CANILLEJAS,40.448330002444166,-3.5945701505778493,POINT (4502687.499310375 -400408.4690734289)
216,Instalación Deportiva Municipal Básica Ciudad Pegaso III,ONCE,SAN BLAS-CANILLEJAS,40.44455842139296,-3.593947323119205,POINT (4502267.648828269 -400338.9995924719)
217,Instalación Deportiva Municipal Básica Clara del Rey,CLARA DEL REY,CHAMARTIN,40.44656763308464,-3.668173275110258,POINT (4502491.313250682 -408618.415928498)
218,Instalación Deportiva Municipal Básica Club de Petanca Esperanza de Canilllas,SILVANO,HORTALEZA,40.45949540975727,-3.6427781663423575,POINT (4503930.426766968 -405785.6820314042)
219,Instalación Deportiva Municipal Básica Club de Petanca Peonias,PEONIAS,HORTALEZA,40.45064086472342,-3.617909238515176,POINT (4502944.743322594 -403011.7192124534)
220,Instalación Deportiva Municipal Básica Club Deportivo Alzola,SEGURA,USERA,40.36794449938085,-3.719398063825001,POINT (4493739.026042204 -414332.6041038806)
221,Instalación Deportiva Municipal Básica Cocheras (Ciudad Lineal),SAN LAMBERTO,CIUDAD LINEAL,40.42244010701552,-3.6494391609819576,POINT (4499805.449334566 -406528.6844933488)
222,Instalación Deportiva Municipal Básica Cocheras (Retiro),COCHERAS,RETIRO,40.40067337688741,-3.676298173141196,POINT (4497382.388020471 -409524.7363231829)
223,Instalación Deportiva Municipal Básica Colombia,COLOMBIA,CHAMARTIN,40.457759787152014,-3.669215880508611,POINT (4503737.218142342 -408734.7165620987)
224,Instalación Deportiva Municipal Básica Colonia Euskalduna,HERMANDAD DE DONANTES DE SANGRE,VILLAVERDE,40.35456935043359,-3.699754645665144,POINT (4492250.111272112 -412141.317643174)
225,Instalación Deportiva Municipal Básica Colonia los Taxistas,SIERRA DE CUERDA LARGA,PUENTE DE VALLECAS,40.39966893400019,-3.656750264445625,POINT (4497270.573949735 -407344.2098637287)
226,Instalación Deportiva Municipal Básica Colonia Marconi,MARCONI,VILLAVERDE,40.33393325295466,-3.6931253996834856,POINT (4489952.911408797 -411401.8149134522)
227,Instalación Deportiva Municipal Básica Colonia San Cristóbal de Los Ángeles,ROCAFORT,VILLAVERDE,40.34108883895775,-3.6897253636919576,POINT (4490749.467598989 -411022.5377383956)
228,Instalación Deportiva Municipal Básica Colonia Sierra del Valle,PAYASO FOFO,PUENTE DE VALLECAS,40.39084028688396,-3.6598693175789343,POINT (4496287.773448362 -407692.130224228)
229,Instalación Deportiva Municipal Básica Concejal Gabriel Fernández (Parque Cuña Verde),CUART DE POBLET,LATINA,40.39717971610274,-3.75185460918738,POINT (4496993.475480917 -417953.3432419624)
230,Instalación Deportiva Municipal Básica Conde Duque,SANTA CRUZ DE MARCENADO,CENTRO,40.42890457185098,-3.710390334447589,POINT (4500525.070268301 -413327.7568795987)
231,Instalación Deportiva Municipal Básica Condesa de Venadito,CONDESA DE VENADITO,CIUDAD LINEAL,40.44505998039654,-3.652958563116748,POINT (4502323.48212115 -406921.2593871985)
232,Instalación Deportiva Municipal Básica Cordel de Pavones,CORDEL DE PAVONES,VICALVARO,40.39990644210208,-3.618584055837224,POINT (4497297.013230696 -403086.989570937)
233,Instalación Deportiva Municipal Básica Cordel de Pavones I,CORDEL DE PAVONES,VICALVARO,40.40930182229157,-3.608605091516184,POINT (4498342.9021692 -401973.9233466443)
234,Instalación Deportiva Municipal Básica Corregidor Diego de Valderrábano,CORREGIDOR DIEGO DE VALDERRABANO,MORATALAZ,40.40940474947577,-3.6588602502598873,POINT (4498354.359970933 -407579.5718727865)
235,Instalación Deportiva Municipal Básica Cuevas de Almanzora,MOJACAR,HORTALEZA,40.47940888739177,-3.658140197005035,POINT (4506147.184957164 -407499.2522275259)
236,Instalación Deportiva Municipal Básica Cuña Verde,CUÑA VERDE VILLAAMIL,DISTRITO,40.46756884233495,-3.7117310848273233,POINT (4504829.15717047 -413477.3221462847)
237,Instalación Deportiva Municipal Básica C. F. Nuestra Señora del Buen Camino,RIO ZANCARA,MONCLOA-ARAVACA,40.45272561748863,-3.7796095540530086,POINT (4503176.816938847 -421049.6948496212)
238,Instalación Deportiva Municipal Básica David González Rubio,DOCTOR TOLOSA LATOUR,USERA,40.37523914967068,-3.702253695777978,POINT (4494551.062797985 -412420.0920167705)
239,Instalación Deportiva Municipal Básica de Ribadeo y Verín,INTERIORES ENTRE PLAZA RIBADEO,FUENCARRAL-EL PARDO,40.47758381895994,-3.7107514580551744,POINT (4505944.01926867 -413368.041424391)
240,Instalación Deportiva Municipal Básica Dehesa del Príncipe,ARQUEROS,LATINA,40.37918609042024,-3.795324391950351,POINT (4494990.434232417 -422802.891692523)
241,Instalación Deportiva Municipal Básica del Poblado Dirigido (Olesa de Montserrat),CARDENAL HERRERA ORIA,FUENCARRAL-EL PARDO,40.49063911016057,-3.694227756362352,POINT (4507397.327637283 -411524.7841373716)
242,Instalación Deportiva Municipal Básica Diana,GALEON,BARAJAS,40.45721870340052,-3.5845999549053547,POINT (4503676.98497465 -399296.4102470086)
243,Instalación Deportiva Municipal Básica Doctor Cirajas,DOCTOR CIRAJAS,CIUDAD LINEAL,40.435515856536526,-3.6374563613179753,POINT (4501261.035112985 -405192.0637923909)
244,Instalación Deportiva Municipal Básica Doctor Vallejo-Nájera,GASOMETRO,ARGANZUELA,40.40233909331515,-3.7080621422210975,POINT (4497567.814725013 -413068.0396544033)
245,Instalación Deportiva Municipal Básica Drácena,DRACENA,CHAMARTIN,40.46425775938073,-3.668784966011135,POINT (4504460.569102031 -408686.6488594791)
246,Instalación Deportiva Municipal Básica Duque de Sevilla,DUQUE DE SEVILLA,CHAMARTIN,40.44166603700321,-3.679114249778397,POINT (4501945.670070823 -409838.8674457215)
247,Instalación Deportiva Municipal Básica Echegaray,ENCOMIENDA DE PALACIOS,MORATALAZ,40.39720166030288,-3.63557478412475,POINT (4496995.918298103 -404982.1849881096)
248,Instalación Deportiva Municipal Básica El Bosco,EL BOSCO,PUENTE DE VALLECAS,40.40148296368549,-3.651406031292048,POINT (4497472.510810586 -406748.0806311184)
249,Instalación Deportiva Municipal Básica El Bosque,GOLMAYO,HORTALEZA,40.46714774021119,-3.6618563692082393,POINT (4504782.280296481 -407913.7800839362)
250,Instalación Deportiva Municipal Básica El Capricho I,ALAMEDA DE OSUNA,BARAJAS,40.45430519267116,-3.599375619694702,POINT (4503352.654443837 -400944.4673414585)
251,Instalación Deportiva Municipal Básica El Cruce,SANTIAGO AMON,VILLAVERDE,40.34894700358768,-3.693879611293337,POINT (4491624.234484162 -411485.9481163647)
252,Instalación Deportiva Municipal Básica El Espinillo I,TERTULIA,VILLAVERDE,40.361575517254266,-3.6927606788274527,POINT (4493030.034195002 -411361.1298934313)
253,Instalación Deportiva Municipal Básica El Espinillo II,CONSENSO,VILLAVERDE,40.36060552171134,-3.686214416479886,POINT (4492922.054785092 -410630.8898367847)
254,Instalación Deportiva Municipal Básica El Espinillo III,UNANIMIDAD,VILLAVERDE,40.36157241219842,-3.693278850156952,POINT (4493029.688541766 -411418.9324906454)
255,Instalación Deportiva Municipal Básica El Parque,COMANDANTE FORTEA,MONCLOA-ARAVACA,40.42589471749026,-3.731697578357141,POINT (4500190.014813503 -415704.6793467707)
256,Instalación Deportiva Municipal Básica El Pedernoso - Parque de Villa Rosa - Paco Caño,PEDROÑERAS,HORTALEZA,40.46725432234968,-3.6309383657037775,POINT (4504794.144965866 -404465.0218114105)
257,Instalación Deportiva Municipal Básica El Plantío,RAFAEL VILLA,MONCLOA-ARAVACA,40.47175814207694,-3.8255057822510574,POINT (4505295.507884528 -426170.1122934579)
258,Instalación Deportiva Municipal Básica El Torero,TORERO,USERA,40.39227761286618,-3.706318951771014,POINT (4496447.775844807 -412873.5816800992)
259,Instalación Deportiva Municipal Básica El Vandel,FLORENCIO CANO CRISTOBAL,MORATALAZ,40.41031893017073,-3.632280273004103,POINT (4498456.126100389 -404614.7028178405)
260,Instalación Deportiva Municipal Básica Electra,CRONOS,SAN BLAS-CANILLEJAS,40.44127421398117,-3.6189277132249833,POINT (4501902.052531528 -403125.3217661338)
261,Instalación Deportiva Municipal Básica Enrique Tierno Galván,ENRIQUE TIERNO GALVAN,DISTRITO,40.39487669248672,-3.686126235234665,POINT (4496737.104064696 -410621.0531950853)
262,Instalación Deportiva Municipal Básica Eros,EROS,ARGANZUELA,40.39352590492843,-3.6801309337036407,POINT (4496586.735081538 -409952.2779776807)
263,Instalación Deportiva Municipal Básica Esfinge,ESFINGE,SAN BLAS-CANILLEJAS,40.44229135833031,-3.608914308760063,POINT (4502015.280522538 -402008.4136430008)
264,Instalación Deportiva Municipal Básica Esperanza I - Club Virgen de la Esperanza,SILVANO,HORTALEZA,40.45993986921884,-3.642319354553547,POINT (4503979.903767909 -405734.5039479662)
265,Instalación Deportiva Municipal Básica Esperanza II,SILVANO,HORTALEZA,40.45908220260012,-3.643098932325283,POINT (4503884.428756643 -405821.4618342509)
266,Instalación Deportiva Municipal Básica Estanque de las Tormentas,ARROYO DE POZUELO,MONCLOA-ARAVACA,40.45211512813871,-3.78329373903864,POINT (4503108.85757528 -421460.711282138)
267,Instalación Deportiva Municipal Básica Estefanita,ESTEFANITA,VILLAVERDE,40.345660999492566,-3.675218553605332,POINT (4491258.438181549 -409404.3058805856)
268,Instalación Deportiva Municipal Básica Estíbaliz,ESTIBALIZ,HORTALEZA,40.469514561623285,-3.6490195041524114,POINT (4505045.753650874 -406481.8735954466)
269,Instalación Deportiva Municipal Básica Euterpe,EUTERPE,SAN BLAS-CANILLEJAS,40.44749880003797,-3.5915203945028886,POINT (4502594.97028177 -400068.3031304347)
270,Instalación Deportiva Municipal Básica Eva Duarte,DOCTOR GOMEZ ULLA,SALAMANCA,40.42997423940213,-3.667961859746943,POINT (4500644.145115413 -408594.8329665313)
271,Instalación Deportiva Municipal Básica Evangelios-Almendrales,EVANGELIOS,USERA,40.38325838287727,-3.70058158190502,POINT (4495443.759755095 -412233.5640585265)
272,Instalación Deportiva Municipal Básica Félix Rodríguez de la Fuente,FELIX RODRIGUEZ DE LA FUENTE,MORATALAZ,40.41468322986084,-3.659006026996469,POINT (4498941.957719562 -407595.8328109152)
273,Instalación Deportiva Municipal Básica Fermín Caballero,FERMIN CABALLERO,FUENCARRAL-EL PARDO,40.47935162025493,-3.719158405265364,POINT (4506140.810008653 -414305.8691271507)
274,Instalación Deportiva Municipal Básica Francisco Laguna,FRANCISCO LAGUNA,PUENTE DE VALLECAS,40.39051190105737,-3.669975407440883,POINT (4496251.217705362 -408819.4404208874)
275,Instalación Deportiva Municipal Básica Frontón Orcasitas,RAFAELA YBARRA,USERA,40.37064655641207,-3.712229879684724,POINT (4494039.817655015 -413532.9644676902)
276,Instalación Deportiva Municipal Básica Frontón Polideportivo San Fermín,ESTAFETA,USERA,40.374396615335975,-3.692573918087233,POINT (4494457.272304869 -411340.2965301374)
277,Instalación Deportiva Municipal Básica Frontón San Fermín,PERALES,USERA,40.36990586456809,-3.6872392651660495,POINT (4493957.364216108 -410745.2120558059)
278,Instalación Deportiva Municipal Básica Frontón Tudelillas,PABLO IGLESIAS,TETUAN,40.451690390542296,-3.711021047869016,POINT (4503061.576002327 -413398.1150794494)
279,Instalación Deportiva Municipal Básica Fuente de Lima,FUENTE DE LIMA,LATINA,40.3825571125298,-3.781874842527356,POINT (4495365.694697105 -421302.4156084767)
280,Instalación Deportiva Municipal Básica Fuente Espina,FUENTESPINA,VILLA DE VALLECAS,40.379273217545474,-3.606412694549229,POINT (4495000.133179632 -401729.3822722749)
281,Instalación Deportiva Municipal Básica Fuerte de Navidad,FUERTE DE NAVIDAD,LATINA,40.38109378379431,-3.7649408263985062,POINT (4495202.797687408 -419413.2340299003)
282,Instalación Deportiva Municipal Básica Galeón,GALEON,BARAJAS,40.45591483433643,-3.585897770294804,POINT (4503531.838934374 -399441.1657018335)
283,Instalación Deportiva Municipal Básica Garrovillas,GARROVILLAS,LATINA,40.38011667026133,-3.7790546404419656,POINT (4495094.025906469 -420987.7875197471)
284,Instalación Deportiva Municipal Básica General Millán Astray,MAESTRA JUSTA FREIRE,LATINA,40.37967979685691,-3.768438598489448,POINT (4495045.393381548 -419803.4471649007)
285,Instalación Deportiva Municipal Básica Glorieta Avenida San Luis,Añastro,CIUDAD LINEAL,40.4671739676516,-3.6645674105696378,POINT (4504785.199921792 -408216.1896969242)
286,Instalación Deportiva Municipal Básica Glorieta de Segovia,Ciudad de Plasencia,CENTRO,40.41246022343046,-3.714538784977571,POINT (4498694.493775701 -413790.5313867555)
287,Instalación Deportiva Municipal Básica Gran Vía de Hortaleza,GRAN VIA DE HORTALEZA,HORTALEZA,40.4647876018932,-3.6596724032712897,POINT (4504519.55090072 -407670.1650297627)
288,Instalación Deportiva Municipal Básica Guadalajara,GUADALAJARA,SAN BLAS-CANILLEJAS,40.42048481589473,-3.618277425225656,POINT (4499587.787322648 -403052.7874246819)
289,Instalación Deportiva Municipal Básica Hermanos Trueba,HERMANOS TRUEBA,PUENTE DE VALLECAS,40.38569029812835,-3.662458124992885,POINT (4495714.479322497 -407980.9042975696)
290,Instalación Deportiva Municipal Básica Hogar del Ferroviario,MEDITERRANEO,MORATALAZ,40.40695911649336,-3.6611698838232103,POINT (4498082.113352664 -407837.204569976)
291,Instalación Deportiva Municipal Básica Hornero,HORNERO,CARABANCHEL,40.38821661890276,-3.72057984361246,POINT (4495995.708064685 -414464.4369941572)
292,Instalación Deportiva Municipal Básica Huerta de la Salud,ALCOBENDAS,HORTALEZA,40.47505435038131,-3.642315547728054,POINT (4505662.44011452 -405734.0793163705)
293,Instalación Deportiva Municipal Básica Illescas,ILLESCAS,LATINA,40.39727663517988,-3.7659134453115457,POINT (4497004.264463232 -419521.7397057354)
294,Instalación Deportiva Municipal Básica Imagen,IMAGEN,PUENTE DE VALLECAS,40.38336275152153,-3.667713277656222,POINT (4495455.378019428 -408567.1041374123)
295,Instalación Deportiva Municipal Básica Isabel Patacón,ISABEL PATACON,CARABANCHEL,40.3703691110204,-3.747622431727254,POINT (4494008.932575291 -417481.2086665949)
296,Instalación Deportiva Municipal Básica Isla de Tabarca,SANTIAGO DE COMPOSTELA,FUENCARRAL-EL PARDO,40.47680954600072,-3.720853707202184,POINT (4505857.827597115 -414494.9877437805)
297,Instalación Deportiva Municipal Básica Iván de Vargas,IVAN DE VARGAS,CARABANCHEL,40.40279748246847,-3.724235302224272,POINT (4497618.842372146 -414872.2210858624)
298,Instalación Deportiva Municipal Básica Jacinto Verdaguer,JACINTO VERDAGUER,CARABANCHEL,40.395564824892936,-3.716746133835096,POINT (4496813.706613755 -414036.7699401542)
299,Instalación Deportiva Municipal Básica Jardín Canarias,CANARIAS,ARGANZUELA,40.40224012314781,-3.694673997707994,POINT (4497556.797416382 -411574.562943891)
300,Instalación Deportiva Municipal Básica Jardín de Portugalete,ULISES,HORTALEZA,40.45739950911607,-3.653455421613813,POINT (4503697.112174837 -406976.6820415611)
301,Instalación Deportiva Municipal Básica Jardín Papelera Peninsular,ARGANDA,ARGANZUELA,40.40021085294591,-3.708405149944905,POINT (4497330.900090823 -413106.3032106478)
302,Instalación Deportiva Municipal Básica Jardines Alhambra,ALHAMBRA,LATINA,40.40293756394919,-3.744730107197148,POINT (4497634.436171249 -417158.5471371888)
303,Instalación Deportiva Municipal Básica Jardines de Bucaramanga,BUCARAMANGA,HORTALEZA,40.47216617986823,-3.638781934703648,POINT (4505340.93044368 -405339.9239243825)
304,Instalación Deportiva Municipal Básica Jardines General Fanjul,LAS AGUILAS,LATINA,40.385197861740814,-3.761902410218776,POINT (4495659.661554588 -419074.2681334092)
305,Instalación Deportiva Municipal Básica Jardines Vía Carpetana,VIA CARPETANA,LATINA,40.39252376178335,-3.74182286496722,POINT (4496475.177016925 -416834.2224954808)
306,Instalación Deportiva Municipal Básica Jazmin,JAZMIN,CIUDAD LINEAL,40.47862144632099,-3.6666387122877055,POINT (4506059.527418136 -408447.2386340634)
307,Instalación Deportiva Municipal Básica Jesús Aprendiz,ANTONIO DIAZ-CAÑABATE,RETIRO,40.40922156877915,-3.671905186964673,POINT (4498333.968389062 -409034.704168704)
308,Instalación Deportiva Municipal Básica Jesús Divino Obrero,HUMANES,PUENTE DE VALLECAS,40.39514492871647,-3.647421138991812,POINT (4496766.963985205 -406303.5830993679)
309,Instalación Deportiva Municipal Básica Joaquín Ibarra,JOAQUIN IBARRA,BARAJAS,40.45993921141184,-3.593481240325868,POINT (4503979.830541168 -400287.0132679119)
310,Instalación Deportiva Municipal Básica José de Cadalso,JOSE DE CADALSO,LATINA,40.37780868617553,-3.768531953881764,POINT (4494837.102293278 -419813.8619588112)
311,Instalación Deportiva Municipal Básica José de Pasamonte,DOCTOR GARCIA TAPIA,MORATALAZ,40.411890813674326,-3.646167263941804,POINT (4498631.107371596 -406163.7191587091)
312,Instalación Deportiva Municipal Básica José Durán,PARQUE DE PALOMERAS BAJAS,PUENTE DE VALLECAS,40.3805444480093,-3.664316183074008,POINT (4495141.645907545 -408188.1658846626)
313,Instalación Deportiva Municipal Básica Juan Clemente Núñez,JUAN CLEMENTE NU&amp;Ntilde;EZ,HORTALEZA,40.46196292860933,-3.6269611631430982,POINT (4504205.109709103 -404021.3921144658)
314,Instalación Deportiva Municipal Básica Juan de Mariana,JUAN DE MARIANA,ARGANZUELA,40.39848428796214,-3.686975938494456,POINT (4497138.699756009 -410715.8378635748)
315,Instalación Deportiva Municipal Básica Juan de Vera,CASAR DE CACERES,ARGANZUELA,40.39617174301425,-3.6925495357594422,POINT (4496881.268429973 -411337.5766553289)
316,Instalación Deportiva Municipal Básica Julián González,JULIAN GONZALEZ,CARABANCHEL,40.39866543915771,-3.719406801437597,POINT (4497158.865414856 -414333.5788235101)
317,Instalación Deportiva Municipal Básica La Cabrera,LA CABRERA,FUENCARRAL-EL PARDO,40.4721901295831,-3.719058403445219,POINT (4505343.596513743 -414294.7134821243)
318,Instalación Deportiva Municipal Básica La Chimenea,VALLANDES,USERA,40.39095814922708,-3.70404293417357,POINT (4496300.893824382 -412619.685861698)
319,Instalación Deportiva Municipal Básica La Chopera,ESCULTOR PERESEJO,MONCLOA-ARAVACA,40.45324709621828,-3.791691917222304,POINT (4503234.867685491 -422397.6385339819)
320,Instalación Deportiva Municipal Básica La Diligencia,DILGENCIA,PUENTE DE VALLECAS,40.3906112368466,-3.658959835961348,POINT (4496262.275714838 -407590.6803454147)
321,Instalación Deportiva Municipal Básica La Masó,LA MASO,FUENCARRAL-EL PARDO,40.48996671214207,-3.7143866142884456,POINT (4507322.476632252 -413773.5561632284)
322,Instalación Deportiva Municipal Básica La Perla,CORINDON,USERA,40.36727724832333,-3.689921583041418,POINT (4493664.747994251 -411044.4261497291)
323,Instalación Deportiva Municipal Básica Las Rosas,NIZA,SAN BLAS-CANILLEJAS,40.42658241694823,-3.606662437467681,POINT (4500266.569166983 -401757.2386948323)
324,Instalación Deportiva Municipal Básica Las Vistillas,GABRIEL MIRO,CENTRO,40.41246022343046,-3.714538784977571,POINT (4498694.493775701 -413790.5313867555)
325,Instalación Deportiva Municipal Básica Lili Alvarez,LA RIVIERA,MORATALAZ,40.405822647416606,-3.629115151051316,POINT (4497955.602193737 -404261.65446573)
326,Instalación Deportiva Municipal Básica Lonja de la Seda,LONJA DE LA SEDA,CARABANCHEL,40.36596587926967,-3.762461273109024,POINT (4493518.767058956 -419136.6148231962)
327,Instalación Deportiva Municipal Básica Los Arbolitos,SUR,PUENTE DE VALLECAS,40.37576586611201,-3.669652629081261,POINT (4494609.696604026 -408783.4350684994)
328,Instalación Deportiva Municipal Básica Los Caprichos,CAPRICHOS,LATINA,40.40579744690797,-3.7285454246920935,POINT (4497952.796885949 -415353.0382733781)
329,Instalación Deportiva Municipal Básica Los Cármenes,ALHAMBRA,LATINA,40.39746568039038,-3.743856743935349,POINT (4497025.308879802 -417061.1168119876)
330,Instalación Deportiva Municipal Básica Los Coronales,BAHIA DE MALAGA,BARAJAS,40.46697124729341,-3.596008451250797,POINT (4504762.633194745 -400568.8957096192)
331,Instalación Deportiva Municipal Básica Los Llanos,FLORENCIO CASTILLO,HORTALEZA,40.46090530019893,-3.627454138352421,POINT (4504087.375053009 -404076.3800155615)
332,Instalación Deportiva Municipal Básica Los Morales,MORALES,CARABANCHEL,40.360499290126505,-3.764896432162963,POINT (4492910.229139162 -419408.2813977291)
333,Instalación Deportiva Municipal Básica Los Morales - Patrimonio Humanidad I,PATRIMONIO DE LA HUMANIDAD,CARABANCHEL,40.36210281029443,-3.763548377327485,POINT (4493088.732187732 -419257.892178845)
334,Instalación Deportiva Municipal Básica Los Morales - Patrimonio Humanidad II,MORALES,CARABANCHEL,40.36018168641368,-3.762513874140488,POINT (4492874.873655576 -419142.4829912199)
335,Instalación Deportiva Municipal Básica Los Poblados,POBLADOS,CARABANCHEL,40.37350468781611,-3.7377388304920633,POINT (4494357.983387533 -416378.6196840839)
336,Instalación Deportiva Municipal Básica Los Rosales I,LOS ROSALES,VILLAVERDE,40.35175390495651,-3.677834634453844,POINT (4491936.697315248 -409696.1272448902)
337,Instalación Deportiva Municipal Básica Lucano,LUCANO,SAN BLAS-CANILLEJAS,40.439035523688,-3.6095923854429737,POINT (4501652.842668049 -402084.046806794)
338,Instalación Deportiva Municipal Básica Luis Buitrago,LUIS BUITRAGO,HORTALEZA,40.473376533828,-3.6511329371430814,POINT (4505475.666430161 -406717.6180949134)
339,Instalación Deportiva Municipal Básica Luis Mitjans,LUIS MITJANS,RETIRO,40.4013474319257,-3.6703892095738806,POINT (4497457.4234841 -408865.5993324652)
340,Instalación Deportiva Municipal Básica Lyon - Flandes,LYON,MORATALAZ,40.40823993397687,-3.6302454961405033,POINT (4498224.693302728 -404387.7368181305)
341,Instalación Deportiva Municipal Básica Machupichu,MACHUPICHU,HORTALEZA,40.46090954739925,-3.6313861722687983,POINT (4504087.847849185 -404514.9716880761)
342,Instalación Deportiva Municipal Básica Madrid Sur,PUERTO DE VELATE,PUENTE DE VALLECAS,40.38353838821057,-3.657500728121157,POINT (4495474.929806216 -407427.9215660747)
343,Instalación Deportiva Municipal Básica Madrid - Las Tablas,FROMISTA,FUENCARRAL-EL PARDO,40.50932926920616,-3.677183246701732,POINT (4509477.906625083 -409623.4654722038)
344,Instalación Deportiva Municipal Básica Maíz,RICARDO BELTRAN Y ROZPIDE,USERA,40.37541212545376,-3.7151896535378657,POINT (4494570.318374075 -413863.1383019825)
345,Instalación Deportiva Municipal Básica Mallorca,AGASTIA,CIUDAD LINEAL,40.44315431642945,-3.647398076003828,POINT (4502111.34457871 -406301.0105283677)
346,Instalación Deportiva Municipal Básica Manizales,GALAPA,HORTALEZA,40.47408401293854,-3.638977064178449,POINT (4505554.422644493 -405361.6895199777)
347,Instalación Deportiva Municipal Básica Mar de Japón,MAR DEL JAPON,HORTALEZA,40.47319613951648,-3.641504969656448,POINT (4505455.58502726 -405643.6635865113)
348,Instalación Deportiva Municipal Básica Maracena,MARACENA,USERA,40.36926754309533,-3.6975509077822384,POINT (4493886.306594798 -411895.4866314747)
349,Instalación Deportiva Municipal Básica María de Austria,EMPERATRIZ MARÍA DE AUSTRIA,CARABANCHEL,40.379458518215856,-3.7265416703894902,POINT (4495020.760755902 -415129.5084831237)
350,Instalación Deportiva Municipal Básica María de Villota,ESTEFANITA,VILLAVERDE,40.3485758079487,-3.6759305768300736,POINT (4491582.913174646 -409483.7313185051)
351,Instalación Deportiva Municipal Básica María Inmaculada,CRUCES,CARABANCHEL,40.37304552875526,-3.7572050357095375,POINT (4494306.870034686 -418550.2310690523)
352,Instalación Deportiva Municipal Básica Maris Stella,DOCTOR TOLOSA LATOUR,USERA,40.37561971602255,-3.703376726464257,POINT (4494593.427250487 -412545.3687428092)
353,Instalación Deportiva Municipal Básica Martala I,PICO DE LOS ARTILLEROS,MORATALAZ,40.40890578131284,-3.6402341225344186,POINT (4498298.815089114 -405501.9074234944)
354,Instalación Deportiva Municipal Básica Mártires Maristas,MARTIRES MARISTAS,MONCLOA-ARAVACA,40.46223975914155,-3.719777931388968,POINT (4504235.926342986 -414374.9800326499)
355,Instalación Deportiva Municipal Básica Maruja Mallo,MARUJA MALLO,HORTALEZA,40.4781907268689,-3.631028940050612,POINT (4506011.579948055 -404475.1247820053)
356,Instalación Deportiva Municipal Básica Matilde Gayo,MATILDE GAYO,USERA,40.38993834608832,-3.702854085952854,POINT (4496187.369858266 -412487.0669393372)
357,Instalación Deportiva Municipal Básica Medio Amposta,ALBERIQUE,SAN BLAS-CANILLEJAS,40.42900772144501,-3.6182140003992127,POINT (4500536.552828584 -403045.7129035303)
358,Instalación Deportiva Municipal Básica Mercedes Arteaga,MERCEDES ARTEAGA,CARABANCHEL,40.39285448180102,-3.7223142167649614,POINT (4496511.992600887 -414657.9144984554)
359,Instalación Deportiva Municipal Básica Miguel Aracil,JOAQUIN LORENZO,FUENCARRAL-EL PARDO,40.47423740722562,-3.727338140512541,POINT (4505571.498418421 -415218.3590358678)
360,Instalación Deportiva Municipal Básica Miguel Hernández,MIGUEL HERNANDEZ,PUENTE DE VALLECAS,40.38850190847638,-3.6350217118786703,POINT (4496027.466354748 -404920.4931343874)
361,Instalación Deportiva Municipal Básica Miguel Riesco,MIGUEL RIESCO,HORTALEZA,40.46287029502265,-3.63217498812228,POINT (4504306.117276196 -404602.9589679771)
362,Instalación Deportiva Municipal Básica Miguel Riesco - Ramón Power,MIGUEL RIESCO,HORTALEZA,40.46193413382862,-3.632148755414652,POINT (4504201.904288777 -404600.0328787581)
363,Instalación Deportiva Municipal Básica Miguel Yuste,MIGUEL YUSTE,SAN BLAS-CANILLEJAS,40.434344810420576,-3.622554460244901,POINT (4501130.674855663 -403529.8568769408)
364,Instalación Deportiva Municipal Básica Minaya,MINAYA,HORTALEZA,40.46831590638329,-3.636138538132129,POINT (4504912.319959921 -405045.0683664419)
365,Instalación Deportiva Municipal Básica Mirador de la Reina (Cerro Minguete),MIRADOR DE LA REINA,FUENCARRAL-EL PARDO,40.48749191925204,-3.72696204399105,POINT (4507046.983947916 -415176.4034234252)
366,Instalación Deportiva Municipal Básica Mirasierra,NURIA,FUENCARRAL-EL PARDO,40.49489198180427,-3.711889917152989,POINT (4507870.755143069 -413495.0404476704)
367,Instalación Deportiva Municipal Básica Molino,MOLINO,ARGANZUELA,40.39048711965757,-3.6941878490165,POINT (4496248.459052556 -411520.3324218965)
368,Instalación Deportiva Municipal Básica Mondariz,MONDARIZ,FUENCARRAL-EL PARDO,40.478823680515,-3.70542012801282,POINT (4506082.040025634 -412773.3154204898)
369,Instalación Deportiva Municipal Básica Monovar,MONOVAR,HORTALEZA,40.4754249166852,-3.656909774001053,POINT (4505703.691366774 -407362.0026130106)
370,Instalación Deportiva Municipal Básica Montalbos,MONTALBOS,HORTALEZA,40.46443633174865,-3.637175309306409,POINT (4504480.447687099 -405160.7140754063)
